chat template sha256: 7de1c58e208eda46e9c7f86397df37ec49883aeece39fb961e0a6b24088dd3c4
data/sft_v2_eot.jsonl: kept 50758/52273  dropped(too long) 1515 (2.898%)  p50=330 p99=2339 max=3127
liger fused-linear-CE patched into gemma3

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
 46%|████▌     | 731/1587 [39:44<43:26,  3.05s/it]
 46%|████▌     | 732/1587 [39:47<42:33,  2.99s/it]
 46%|████▌     | 733/1587 [39:50<41:48,  2.94s/it]
 46%|████▋     | 734/1587 [39:53<41:08,  2.89s/it]
 46%|████▋     | 735/1587 [39:55<40:35,  2.86s/it]
 46%|████▋     | 736/1587 [39:58<41:39,  2.94s/it]
 46%|████▋     | 737/1587 [40:01<40:42,  2.87s/it]
 47%|████▋     | 738/1587 [40:04<39:50,  2.82s/it]
 47%|████▋     | 739/1587 [40:07<39:10,  2.77s/it]
 47%|████▋     | 740/1587 [40:09<38:34,  2.73s/it]
                                                  

 47%|████▋     | 740/1587 [40:09<38:34,  2.73s/it]
 47%|████▋     | 741/1587 [40:12<38:01,  2.70s/it]
 47%|████▋     | 742/1587 [40:14<37:31,  2.66s/it]
 47%|████▋     | 743/1587 [40:17<38:45,  2.76s/it]
 47%|████▋     | 744/1587 [40:20<37:50,  2.69s/it]
 47%|████▋     | 745/1587 [40:22<36:55,  2.63s/it]
 47%|████▋     | 746/1587 [40:25<36:09,  2.58s/it]
 47%|████▋     | 747/1587 [40:27<35:26,  2.53s/it]
 47%|████▋     | 748/1587 [40:30<34:42,  2.48s/it]
 47%|████▋     | 749/1587 [40:32<35:19,  2.53s/it]
 47%|████▋     | 750/1587 [40:36<40:22,  2.89s/it]
                                                  

 47%|████▋     | 750/1587 [40:36<40:22,  2.89s/it]
 47%|████▋     | 751/1587 [40:43<57:07,  4.10s/it]
 47%|████▋     | 752/1587 [40:49<1:04:31,  4.64s/it]
 47%|████▋     | 753/1587 [40:55<1:09:32,  5.00s/it]
 48%|████▊     | 754/1587 [41:00<1:09:16,  4.99s/it]
 48%|████▊     | 755/1587 [41:03<1:03:43,  4.60s/it]
 48%|████▊     | 756/1587 [41:07<1:01:47,  4.46s/it]
 48%|████▊     | 757/1587 [41:11<56:12,  4.06s/it]  
 48%|████▊     | 758/1587 [41:13<51:04,  3.70s/it]
 48%|████▊     | 759/1587 [41:16<46:44,  3.39s/it]
 48%|████▊     | 760/1587 [41:19<43:15,  3.14s/it]
                                                  

 48%|████▊     | 760/1587 [41:19<43:15,  3.14s/it]
 48%|████▊     | 761/1587 [41:21<40:23,  2.93s/it]
 48%|████▊     | 762/1587 [41:24<38:01,  2.77s/it]
 48%|████▊     | 763/1587 [41:27<42:45,  3.11s/it]
 48%|████▊     | 764/1587 [41:31<44:17,  3.23s/it]
 48%|████▊     | 765/1587 [41:34<45:08,  3.30s/it]
 48%|████▊     | 766/1587 [41:38<45:28,  3.32s/it]
 48%|████▊     | 767/1587 [41:41<45:31,  3.33s/it]
 48%|████▊     | 768/1587 [41:44<45:15,  3.32s/it]
 48%|████▊     | 769/1587 [41:48<44:54,  3.29s/it]
 49%|████▊     | 770/1587 [41:51<46:03,  3.38s/it]
                                                  

 49%|████▊     | 770/1587 [41:51<46:03,  3.38s/it]
 49%|████▊     | 771/1587 [41:54<45:05,  3.32s/it]
 49%|████▊     | 772/1587 [41:58<44:16,  3.26s/it]
 49%|████▊     | 773/1587 [42:01<43:36,  3.21s/it]
 49%|████▉     | 774/1587 [42:04<42:58,  3.17s/it]
 49%|████▉     | 775/1587 [42:07<42:20,  3.13s/it]
 49%|████▉     | 776/1587 [42:10<41:46,  3.09s/it]
 49%|████▉     | 777/1587 [42:13<42:46,  3.17s/it]
 49%|████▉     | 778/1587 [42:16<41:43,  3.10s/it]
 49%|████▉     | 779/1587 [42:19<41:02,  3.05s/it]
 49%|████▉     | 780/1587 [42:22<40:19,  3.00s/it]
                                                  

 49%|████▉     | 780/1587 [42:22<40:19,  3.00s/it]
 49%|████▉     | 781/1587 [42:25<39:41,  2.95s/it]
 49%|████▉     | 782/1587 [42:28<39:10,  2.92s/it]
 49%|████▉     | 783/1587 [42:31<40:15,  3.00s/it]
 49%|████▉     | 784/1587 [42:34<39:23,  2.94s/it]
 49%|████▉     | 785/1587 [42:36<38:38,  2.89s/it]
 50%|████▉     | 786/1587 [42:39<37:59,  2.85s/it]
 50%|████▉     | 787/1587 [42:42<37:25,  2.81s/it]
 50%|████▉     | 788/1587 [42:44<36:56,  2.77s/it]
 50%|████▉     | 789/1587 [42:47<36:27,  2.74s/it]
 50%|████▉     | 790/1587 [42:50<37:34,  2.83s/it]
                                                  

 50%|████▉     | 790/1587 [42:50<37:34,  2.83s/it]
 50%|████▉     | 791/1587 [42:53<36:37,  2.76s/it]
 50%|████▉     | 792/1587 [42:55<35:52,  2.71s/it]
 50%|████▉     | 793/1587 [42:58<35:08,  2.66s/it]
 50%|█████     | 794/1587 [43:00<34:29,  2.61s/it]
 50%|█████     | 795/1587 [43:03<33:52,  2.57s/it]
 50%|█████     | 796/1587 [43:05<33:19,  2.53s/it]
 50%|█████     | 797/1587 [43:08<34:30,  2.62s/it]
 50%|█████     | 798/1587 [43:10<33:29,  2.55s/it]
 50%|█████     | 799/1587 [43:13<34:50,  2.65s/it]
 50%|█████     | 800/1587 [43:17<37:15,  2.84s/it]
                                                  

 50%|█████     | 800/1587 [43:17<37:15,  2.84s/it]
 50%|█████     | 801/1587 [43:57<3:04:56, 14.12s/it]
 51%|█████     | 802/1587 [44:03<2:33:57, 11.77s/it]
 51%|█████     | 803/1587 [44:10<2:12:24, 10.13s/it]
 51%|█████     | 804/1587 [44:15<1:51:40,  8.56s/it]
 51%|█████     | 805/1587 [44:18<1:32:40,  7.11s/it]
 51%|█████     | 806/1587 [44:22<1:19:17,  6.09s/it]
 51%|█████     | 807/1587 [44:26<1:09:04,  5.31s/it]
 51%|█████     | 808/1587 [44:29<1:00:19,  4.65s/it]
 51%|█████     | 809/1587 [44:31<53:10,  4.10s/it]  
 51%|█████     | 810/1587 [44:34<48:57,  3.78s/it]
                                                  

 51%|█████     | 810/1587 [44:34<48:57,  3.78s/it]
 51%|█████     | 811/1587 [44:37<43:56,  3.40s/it]
 51%|█████     | 812/1587 [44:39<40:06,  3.10s/it]
 51%|█████     | 813/1587 [44:42<37:09,  2.88s/it]
 51%|█████▏    | 814/1587 [44:45<39:43,  3.08s/it]
 51%|█████▏    | 815/1587 [44:49<41:14,  3.21s/it]
 51%|█████▏    | 816/1587 [44:52<42:00,  3.27s/it]
 51%|█████▏    | 817/1587 [44:56<43:46,  3.41s/it]
 52%|█████▏    | 818/1587 [44:59<43:24,  3.39s/it]
 52%|█████▏    | 819/1587 [45:03<42:54,  3.35s/it]
 52%|█████▏    | 820/1587 [45:06<42:22,  3.31s/it]
                                                  

 52%|█████▏    | 820/1587 [45:06<42:22,  3.31s/it]
 52%|█████▏    | 821/1587 [45:09<41:50,  3.28s/it]
 52%|█████▏    | 822/1587 [45:12<41:21,  3.24s/it]
 52%|█████▏    | 823/1587 [45:15<40:48,  3.20s/it]
 52%|█████▏    | 824/1587 [45:19<41:53,  3.29s/it]
 52%|█████▏    | 825/1587 [45:22<40:59,  3.23s/it]
 52%|█████▏    | 826/1587 [45:25<40:10,  3.17s/it]
 52%|█████▏    | 827/1587 [45:28<39:27,  3.11s/it]
 52%|█████▏    | 828/1587 [45:31<38:51,  3.07s/it]
 52%|█████▏    | 829/1587 [45:34<38:18,  3.03s/it]
 52%|█████▏    | 830/1587 [45:37<37:51,  3.00s/it]
                                                  

 52%|█████▏    | 830/1587 [45:37<37:51,  3.00s/it]
 52%|█████▏    | 831/1587 [45:40<38:48,  3.08s/it]
 52%|█████▏    | 832/1587 [45:43<37:59,  3.02s/it]
 52%|█████▏    | 833/1587 [45:46<37:16,  2.97s/it]
 53%|█████▎    | 834/1587 [45:48<36:41,  2.92s/it]
 53%|█████▎    | 835/1587 [45:51<36:10,  2.89s/it]
 53%|█████▎    | 836/1587 [45:54<35:42,  2.85s/it]
 53%|█████▎    | 837/1587 [45:57<35:15,  2.82s/it]
 53%|█████▎    | 838/1587 [46:00<36:24,  2.92s/it]
 53%|█████▎    | 839/1587 [46:03<35:32,  2.85s/it]
 53%|█████▎    | 840/1587 [46:05<34:50,  2.80s/it]
                                                  

 53%|█████▎    | 840/1587 [46:05<34:50,  2.80s/it]
 53%|█████▎    | 841/1587 [46:08<34:17,  2.76s/it]
 53%|█████▎    | 842/1587 [46:11<33:49,  2.72s/it]
 53%|█████▎    | 843/1587 [46:13<33:21,  2.69s/it]
 53%|█████▎    | 844/1587 [46:16<32:51,  2.65s/it]
 53%|█████▎    | 845/1587 [46:19<33:58,  2.75s/it]
 53%|█████▎    | 846/1587 [46:21<33:04,  2.68s/it]
 53%|█████▎    | 847/1587 [46:24<32:12,  2.61s/it]
 53%|█████▎    | 848/1587 [46:26<31:23,  2.55s/it]
 53%|█████▎    | 849/1587 [46:28<30:33,  2.48s/it]
 54%|█████▎    | 850/1587 [46:32<34:03,  2.77s/it]
                                                  

 54%|█████▎    | 850/1587 [46:32<34:03,  2.77s/it]
 54%|█████▎    | 851/1587 [46:39<49:08,  4.01s/it]
 54%|█████▎    | 852/1587 [46:45<58:24,  4.77s/it]
 54%|█████▎    | 853/1587 [46:52<1:04:06,  5.24s/it]
 54%|█████▍    | 854/1587 [46:57<1:04:31,  5.28s/it]
 54%|█████▍    | 855/1587 [47:01<1:01:02,  5.00s/it]
 54%|█████▍    | 856/1587 [47:05<56:35,  4.64s/it]  
 54%|█████▍    | 857/1587 [47:09<53:32,  4.40s/it]
 54%|█████▍    | 858/1587 [47:12<49:03,  4.04s/it]
 54%|█████▍    | 859/1587 [47:16<46:19,  3.82s/it]
 54%|█████▍    | 860/1587 [47:18<41:59,  3.46s/it]
                                                  

 54%|█████▍    | 860/1587 [47:18<41:59,  3.46s/it]
 54%|█████▍    | 861/1587 [47:21<38:31,  3.18s/it]
 54%|█████▍    | 862/1587 [47:23<35:42,  2.95s/it]
 54%|█████▍    | 863/1587 [47:26<33:31,  2.78s/it]
 54%|█████▍    | 864/1587 [47:28<34:06,  2.83s/it]
 55%|█████▍    | 865/1587 [47:32<37:52,  3.15s/it]
 55%|█████▍    | 866/1587 [47:36<38:54,  3.24s/it]
 55%|█████▍    | 867/1587 [47:39<39:21,  3.28s/it]
 55%|█████▍    | 868/1587 [47:43<39:29,  3.30s/it]
 55%|█████▍    | 869/1587 [47:46<39:26,  3.30s/it]
 55%|█████▍    | 870/1587 [47:49<39:14,  3.28s/it]
                                                  

 55%|█████▍    | 870/1587 [47:49<39:14,  3.28s/it]
 55%|█████▍    | 871/1587 [47:52<38:55,  3.26s/it]
 55%|█████▍    | 872/1587 [47:56<39:57,  3.35s/it]
 55%|█████▌    | 873/1587 [47:59<39:10,  3.29s/it]
 55%|█████▌    | 874/1587 [48:02<38:29,  3.24s/it]
 55%|█████▌    | 875/1587 [48:05<37:53,  3.19s/it]
 55%|█████▌    | 876/1587 [48:08<37:20,  3.15s/it]
 55%|█████▌    | 877/1587 [48:11<36:48,  3.11s/it]
 55%|█████▌    | 878/1587 [48:14<36:17,  3.07s/it]
 55%|█████▌    | 879/1587 [48:18<37:17,  3.16s/it]
 55%|█████▌    | 880/1587 [48:21<36:25,  3.09s/it]
                                                  
{'loss': 0.3707, 'grad_norm': 2.0625, 'learning_rate': 1.3125e-06, 'epoch': 0.01}
{'loss': 0.3159, 'grad_norm': 2.296875, 'learning_rate': 2.770833333333333e-06, 'epoch': 0.01}
{'loss': 0.2976, 'grad_norm': 2.4375, 'learning_rate': 4.229166666666667e-06, 'epoch': 0.02}
{'loss': 0.2862, 'grad_norm': 2.78125, 'learning_rate': 5.6875e-06, 'epoch': 0.03}
{'loss': 0.3335, 'grad_norm': 4.84375, 'learning_rate': 6.9999927077692345e-06, 'epoch': 0.03}
{'loss': 0.3425, 'grad_norm': 2.21875, 'learning_rate': 6.999117676844651e-06, 'epoch': 0.04}
{'loss': 0.3096, 'grad_norm': 2.46875, 'learning_rate': 6.996784617554768e-06, 'epoch': 0.04}
{'loss': 0.2886, 'grad_norm': 2.8125, 'learning_rate': 6.992994502049407e-06, 'epoch': 0.05}
{'loss': 0.2903, 'grad_norm': 2.703125, 'learning_rate': 6.987748909611239e-06, 'epoch': 0.06}
{'loss': 0.3283, 'grad_norm': 4.65625, 'learning_rate': 6.981050025997727e-06, 'epoch': 0.06}
{'loss': 0.3831, 'grad_norm': 2.21875, 'learning_rate': 6.972900642530345e-06, 'epoch': 0.07}
{'loss': 0.3057, 'grad_norm': 2.25, 'learning_rate': 6.963304154931492e-06, 'epoch': 0.08}
{'loss': 0.293, 'grad_norm': 2.71875, 'learning_rate': 6.952264561909528e-06, 'epoch': 0.08}
{'loss': 0.2843, 'grad_norm': 2.765625, 'learning_rate': 6.939786463492594e-06, 'epoch': 0.09}
{'loss': 0.3322, 'grad_norm': 5.125, 'learning_rate': 6.925875059111835e-06, 'epoch': 0.09}
{'loss': 0.3443, 'grad_norm': 2.5, 'learning_rate': 6.910536145434887e-06, 'epoch': 0.1}
{'loss': 0.2989, 'grad_norm': 2.5, 'learning_rate': 6.893776113950491e-06, 'epoch': 0.11}
{'loss': 0.2875, 'grad_norm': 2.71875, 'learning_rate': 6.8756019483052585e-06, 'epoch': 0.11}
{'loss': 0.2887, 'grad_norm': 2.890625, 'learning_rate': 6.856021221393692e-06, 'epoch': 0.12}
{'loss': 0.3456, 'grad_norm': 4.5, 'learning_rate': 6.835042092202684e-06, 'epoch': 0.13}
{'loss': 0.3612, 'grad_norm': 2.328125, 'learning_rate': 6.812673302411785e-06, 'epoch': 0.13}
{'loss': 0.3007, 'grad_norm': 2.203125, 'learning_rate': 6.788924172750679e-06, 'epoch': 0.14}
{'loss': 0.2773, 'grad_norm': 2.71875, 'learning_rate': 6.763804599115391e-06, 'epoch': 0.14}
{'loss': 0.2803, 'grad_norm': 2.78125, 'learning_rate': 6.737325048444809e-06, 'epoch': 0.15}
{'loss': 0.3455, 'grad_norm': 5.0625, 'learning_rate': 6.709496554359273e-06, 'epoch': 0.16}
{'loss': 0.3473, 'grad_norm': 2.15625, 'learning_rate': 6.680330712563041e-06, 'epoch': 0.16}
{'loss': 0.3031, 'grad_norm': 2.3125, 'learning_rate': 6.649839676012532e-06, 'epoch': 0.17}
{'loss': 0.283, 'grad_norm': 2.53125, 'learning_rate': 6.6180361498523825e-06, 'epoch': 0.18}
{'loss': 0.2942, 'grad_norm': 2.875, 'learning_rate': 6.584933386121403e-06, 'epoch': 0.18}
{'loss': 0.3343, 'grad_norm': 5.625, 'learning_rate': 6.55054517823066e-06, 'epoch': 0.19}
{'loss': 0.3737, 'grad_norm': 2.21875, 'learning_rate': 6.514885855215977e-06, 'epoch': 0.2}
{'loss': 0.3105, 'grad_norm': 2.5, 'learning_rate': 6.47797027576724e-06, 'epoch': 0.2}
{'loss': 0.2829, 'grad_norm': 2.875, 'learning_rate': 6.439813822037018e-06, 'epoch': 0.21}
{'loss': 0.2845, 'grad_norm': 2.875, 'learning_rate': 6.400432393231053e-06, 'epoch': 0.21}
{'loss': 0.305, 'grad_norm': 4.3125, 'learning_rate': 6.359842398983305e-06, 'epoch': 0.22}
{'loss': 0.355, 'grad_norm': 2.359375, 'learning_rate': 6.318060752518315e-06, 'epoch': 0.23}
{'loss': 0.2908, 'grad_norm': 2.265625, 'learning_rate': 6.275104863603723e-06, 'epoch': 0.23}
{'loss': 0.2857, 'grad_norm': 2.765625, 'learning_rate': 6.230992631295883e-06, 'epoch': 0.24}
{'loss': 0.2894, 'grad_norm': 3.25, 'learning_rate': 6.185742436481609e-06, 'epoch': 0.25}
{'loss': 0.3239, 'grad_norm': 4.53125, 'learning_rate': 6.139373134219137e-06, 'epoch': 0.25}
{'loss': 0.3695, 'grad_norm': 2.359375, 'learning_rate': 6.091904045881516e-06, 'epoch': 0.26}
{'loss': 0.3004, 'grad_norm': 2.484375, 'learning_rate': 6.0433549511056896e-06, 'epoch': 0.26}
{'loss': 0.2767, 'grad_norm': 2.484375, 'learning_rate': 5.993746079550628e-06, 'epoch': 0.27}
{'loss': 0.2876, 'grad_norm': 2.75, 'learning_rate': 5.943098102467936e-06, 'epoch': 0.28}
{'loss': 0.3339, 'grad_norm': 8.9375, 'learning_rate': 5.891432124088464e-06, 'epoch': 0.28}
{'loss': 0.369, 'grad_norm': 2.28125, 'learning_rate': 5.838769672828507e-06, 'epoch': 0.29}
{'loss': 0.282, 'grad_norm': 2.25, 'learning_rate': 5.7851326923192335e-06, 'epoch': 0.3}
{'loss': 0.2845, 'grad_norm': 2.515625, 'learning_rate': 5.73054353226312e-06, 'epoch': 0.3}
{'loss': 0.293, 'grad_norm': 2.90625, 'learning_rate': 5.675024939121176e-06, 'epoch': 0.31}
{'loss': 0.3175, 'grad_norm': 4.84375, 'learning_rate': 5.618600046634842e-06, 'epoch': 0.32}
{'loss': 0.3862, 'grad_norm': 2.578125, 'learning_rate': 5.561292366186514e-06, 'epoch': 0.32}
{'loss': 0.289, 'grad_norm': 2.1875, 'learning_rate': 5.503125777002718e-06, 'epoch': 0.33}
{'loss': 0.2835, 'grad_norm': 2.5, 'learning_rate': 5.444124516203999e-06, 'epoch': 0.33}
{'loss': 0.2915, 'grad_norm': 2.71875, 'learning_rate': 5.384313168705695e-06, 'epoch': 0.34}
{'loss': 0.3009, 'grad_norm': 4.96875, 'learning_rate': 5.323716656973773e-06, 'epoch': 0.35}
{'loss': 0.3415, 'grad_norm': 2.203125, 'learning_rate': 5.2623602306400255e-06, 'epoch': 0.35}
{'loss': 0.2926, 'grad_norm': 2.125, 'learning_rate': 5.200269455980941e-06, 'epoch': 0.36}
{'loss': 0.2864, 'grad_norm': 2.46875, 'learning_rate': 5.137470205264628e-06, 'epoch': 0.37}
{'loss': 0.2949, 'grad_norm': 3.046875, 'learning_rate': 5.073988645970239e-06, 'epoch': 0.37}
{'loss': 0.3207, 'grad_norm': 4.6875, 'learning_rate': 5.009851229884387e-06, 'epoch': 0.38}
{'loss': 0.3776, 'grad_norm': 2.484375, 'learning_rate': 4.945084682079097e-06, 'epoch': 0.38}
{'loss': 0.3019, 'grad_norm': 2.53125, 'learning_rate': 4.879715989775874e-06, 'epoch': 0.39}
{'loss': 0.2864, 'grad_norm': 2.703125, 'learning_rate': 4.81377239110055e-06, 'epoch': 0.4}
{'loss': 0.2756, 'grad_norm': 2.578125, 'learning_rate': 4.747281363733574e-06, 'epoch': 0.4}
{'loss': 0.3329, 'grad_norm': 4.65625, 'learning_rate': 4.680270613460488e-06, 'epoch': 0.41}
{'loss': 0.341, 'grad_norm': 2.328125, 'learning_rate': 4.61276806262735e-06, 'epoch': 0.42}
{'loss': 0.2957, 'grad_norm': 2.3125, 'learning_rate': 4.544801838505931e-06, 'epoch': 0.42}
{'loss': 0.2821, 'grad_norm': 2.59375, 'learning_rate': 4.476400261573505e-06, 'epoch': 0.43}
{'loss': 0.2812, 'grad_norm': 2.640625, 'learning_rate': 4.407591833712148e-06, 'epoch': 0.43}
{'loss': 0.3423, 'grad_norm': 5.1875, 'learning_rate': 4.338405226332446e-06, 'epoch': 0.44}
{'loss': 0.3368, 'grad_norm': 2.0625, 'learning_rate': 4.268869268426553e-06, 'epoch': 0.45}
{'loss': 0.2948, 'grad_norm': 2.34375, 'learning_rate': 4.199012934555602e-06, 'epoch': 0.45}
{'loss': 0.2803, 'grad_norm': 2.640625, 'learning_rate': 4.128865332776446e-06, 'epoch': 0.46}
{'loss': 0.3009, 'grad_norm': 2.828125, 'learning_rate': 4.058455692512788e-06, 'epoch': 0.47}
{'loss': 0.3172, 'grad_norm': 4.84375, 'learning_rate': 3.987813352375719e-06, 'epoch': 0.47}
{'loss': 0.3282, 'grad_norm': 2.125, 'learning_rate': 3.916967747938783e-06, 'epoch': 0.48}
{'loss': 0.2879, 'grad_norm': 2.484375, 'learning_rate': 3.845948399472622e-06, 'epoch': 0.49}
{'loss': 0.2734, 'grad_norm': 2.390625, 'learning_rate': 3.774784899644334e-06, 'epoch': 0.49}
{'loss': 0.2825, 'grad_norm': 2.875, 'learning_rate': 3.703506901186665e-06, 'epoch': 0.5}
{'loss': 0.3149, 'grad_norm': 5.1875, 'learning_rate': 3.632144104542178e-06, 'epoch': 0.5}
{'loss': 0.3677, 'grad_norm': 2.09375, 'learning_rate': 3.560726245487528e-06, 'epoch': 0.51}
{'loss': 0.2941, 'grad_norm': 2.375, 'learning_rate': 3.489283082743029e-06, 'epoch': 0.52}
{'loss': 0.2778, 'grad_norm': 2.609375, 'learning_rate': 3.4178443855726524e-06, 'epoch': 0.52}
{'loss': 0.2788, 'grad_norm': 2.875, 'learning_rate': 3.3464399213796344e-06, 'epoch': 0.53}
{'loss': 0.3206, 'grad_norm': 4.625, 'learning_rate': 3.275099443302855e-06, 'epoch': 0.54}
{'loss': 0.3604, 'grad_norm': 2.046875, 'learning_rate': 3.2038526778191695e-06, 'epoch': 0.54}
{'loss': 0.2898, 'grad_norm': 2.546875, 'learning_rate': 3.1327293123568386e-06, 'epoch': 0.55}

 55%|█████▌    | 880/1587 [48:21<36:25,  3.09s/it]
 56%|█████▌    | 881/1587 [48:23<35:41,  3.03s/it]
 56%|█████▌    | 882/1587 [48:26<35:04,  2.99s/it]
 56%|█████▌    | 883/1587 [48:29<34:32,  2.94s/it]
 56%|█████▌    | 884/1587 [48:32<34:02,  2.91s/it]
 56%|█████▌    | 885/1587 [48:35<33:34,  2.87s/it]
 56%|█████▌    | 886/1587 [48:38<34:37,  2.96s/it]
 56%|█████▌    | 887/1587 [48:41<33:49,  2.90s/it]
 56%|█████▌    | 888/1587 [48:43<33:04,  2.84s/it]
 56%|█████▌    | 889/1587 [48:46<32:30,  2.79s/it]
 56%|█████▌    | 890/1587 [48:49<32:00,  2.76s/it]
                                                  

 56%|█████▌    | 890/1587 [48:49<32:00,  2.76s/it]
 56%|█████▌    | 891/1587 [48:51<31:34,  2.72s/it]
 56%|█████▌    | 892/1587 [48:54<31:08,  2.69s/it]
 56%|█████▋    | 893/1587 [48:57<32:00,  2.77s/it]
 56%|█████▋    | 894/1587 [48:59<31:06,  2.69s/it]
 56%|█████▋    | 895/1587 [49:02<30:23,  2.64s/it]
 56%|█████▋    | 896/1587 [49:04<29:45,  2.58s/it]
 57%|█████▋    | 897/1587 [49:07<29:12,  2.54s/it]
 57%|█████▋    | 898/1587 [49:09<28:45,  2.50s/it]
 57%|█████▋    | 899/1587 [49:12<28:08,  2.45s/it]
 57%|█████▋    | 900/1587 [49:15<32:40,  2.85s/it]
                                                  

 57%|█████▋    | 900/1587 [49:15<32:40,  2.85s/it]
 57%|█████▋    | 901/1587 [49:22<45:48,  4.01s/it]
 57%|█████▋    | 902/1587 [49:28<53:17,  4.67s/it]
 57%|█████▋    | 903/1587 [49:34<56:56,  5.00s/it]
 57%|█████▋    | 904/1587 [49:39<55:08,  4.84s/it]
 57%|█████▋    | 905/1587 [49:42<51:34,  4.54s/it]
 57%|█████▋    | 906/1587 [49:46<49:16,  4.34s/it]
 57%|█████▋    | 907/1587 [49:50<46:36,  4.11s/it]
 57%|█████▋    | 908/1587 [49:53<42:22,  3.74s/it]
 57%|█████▋    | 909/1587 [49:55<38:38,  3.42s/it]
 57%|█████▋    | 910/1587 [49:58<35:38,  3.16s/it]
                                                  

 57%|█████▋    | 910/1587 [49:58<35:38,  3.16s/it]
 57%|█████▋    | 911/1587 [50:00<33:16,  2.95s/it]
 57%|█████▋    | 912/1587 [50:03<31:24,  2.79s/it]
 58%|█████▊    | 913/1587 [50:06<30:56,  2.75s/it]
 58%|█████▊    | 914/1587 [50:10<34:59,  3.12s/it]
 58%|█████▊    | 915/1587 [50:13<36:13,  3.24s/it]
 58%|█████▊    | 916/1587 [50:16<36:50,  3.29s/it]
 58%|█████▊    | 917/1587 [50:20<37:10,  3.33s/it]
 58%|█████▊    | 918/1587 [50:23<37:10,  3.33s/it]
 58%|█████▊    | 919/1587 [50:26<36:59,  3.32s/it]
 58%|█████▊    | 920/1587 [50:30<36:41,  3.30s/it]
                                                  

 58%|█████▊    | 920/1587 [50:30<36:41,  3.30s/it]
 58%|█████▊    | 921/1587 [50:33<37:39,  3.39s/it]
 58%|█████▊    | 922/1587 [50:37<36:56,  3.33s/it]
 58%|█████▊    | 923/1587 [50:40<36:14,  3.27s/it]
 58%|█████▊    | 924/1587 [50:43<35:36,  3.22s/it]
 58%|█████▊    | 925/1587 [50:46<35:01,  3.17s/it]
 58%|█████▊    | 926/1587 [50:49<34:30,  3.13s/it]
 58%|█████▊    | 927/1587 [50:52<35:25,  3.22s/it]
 58%|█████▊    | 928/1587 [50:55<34:35,  3.15s/it]
 59%|█████▊    | 929/1587 [50:58<33:55,  3.09s/it]
 59%|█████▊    | 930/1587 [51:01<33:22,  3.05s/it]
                                                  

 59%|█████▊    | 930/1587 [51:01<33:22,  3.05s/it]
 59%|█████▊    | 931/1587 [51:04<32:53,  3.01s/it]
 59%|█████▊    | 932/1587 [51:07<32:28,  2.98s/it]
 59%|█████▉    | 933/1587 [51:10<32:07,  2.95s/it]
 59%|█████▉    | 934/1587 [51:13<33:07,  3.04s/it]
 59%|█████▉    | 935/1587 [51:16<32:20,  2.98s/it]
 59%|█████▉    | 936/1587 [51:19<31:44,  2.93s/it]
 59%|█████▉    | 937/1587 [51:22<31:08,  2.87s/it]
 59%|█████▉    | 938/1587 [51:24<30:38,  2.83s/it]
 59%|█████▉    | 939/1587 [51:27<30:09,  2.79s/it]
 59%|█████▉    | 940/1587 [51:30<29:45,  2.76s/it]
                                                  

 59%|█████▉    | 940/1587 [51:30<29:45,  2.76s/it]
 59%|█████▉    | 941/1587 [51:33<30:43,  2.85s/it]
 59%|█████▉    | 942/1587 [51:35<29:55,  2.78s/it]
 59%|█████▉    | 943/1587 [51:38<29:14,  2.72s/it]
 59%|█████▉    | 944/1587 [51:40<28:37,  2.67s/it]
 60%|█████▉    | 945/1587 [51:43<28:06,  2.63s/it]
 60%|█████▉    | 946/1587 [51:45<27:32,  2.58s/it]
 60%|█████▉    | 947/1587 [51:48<27:02,  2.53s/it]
 60%|█████▉    | 948/1587 [51:51<27:41,  2.60s/it]
 60%|█████▉    | 949/1587 [51:53<26:46,  2.52s/it]
 60%|█████▉    | 950/1587 [51:56<29:29,  2.78s/it]
                                                  

 60%|█████▉    | 950/1587 [51:56<29:29,  2.78s/it]
 60%|█████▉    | 951/1587 [52:03<42:50,  4.04s/it]
 60%|█████▉    | 952/1587 [52:10<49:57,  4.72s/it]
 60%|██████    | 953/1587 [52:16<54:51,  5.19s/it]
 60%|██████    | 954/1587 [52:21<54:05,  5.13s/it]
 60%|██████    | 955/1587 [52:25<51:38,  4.90s/it]
 60%|██████    | 956/1587 [52:29<49:06,  4.67s/it]
 60%|██████    | 957/1587 [52:33<44:58,  4.28s/it]
 60%|██████    | 958/1587 [52:36<40:42,  3.88s/it]
 60%|██████    | 959/1587 [52:38<36:46,  3.51s/it]
 60%|██████    | 960/1587 [52:41<33:34,  3.21s/it]
                                                  

 60%|██████    | 960/1587 [52:41<33:34,  3.21s/it]
 61%|██████    | 961/1587 [52:44<32:18,  3.10s/it]
 61%|██████    | 962/1587 [52:46<30:03,  2.89s/it]
 61%|██████    | 963/1587 [52:49<29:15,  2.81s/it]
 61%|██████    | 964/1587 [52:52<31:20,  3.02s/it]
 61%|██████    | 965/1587 [52:56<32:36,  3.15s/it]
 61%|██████    | 966/1587 [52:59<33:18,  3.22s/it]
 61%|██████    | 967/1587 [53:02<33:36,  3.25s/it]
 61%|██████    | 968/1587 [53:06<34:51,  3.38s/it]
